Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Condition 1,Condition 2,Bldg Type,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,House_Age_At_Sale,Quality_Area_Interaction,Age_Group
662,535382100,70,RL,60.0,-0.37416476969388224,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Artery,Norm,1Fam,7,9,1910,2008,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,560.0,560.0,GasA,Ex,Y,SBrkr,930,760,0,1690,0.0,0.0,2,0,4,1,Gd,5,Typ,0,,Detchd,2008.0,Unf,2.0,624.0,TA,TA,Y,0,0,112,0,0,0,,,,0,8,2009,WD ,Normal,156500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,99,11830,Old
663,535383060,30,RL,90.0,-0.6026296413279326,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,2,5,1940,1950,Gable,CompShg,Stucco,Stucco,,0.0,Fa,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,416.0,416.0,GasA,Gd,N,FuseA,599,0,0,599,1.0,0.0,1,0,2,1,Gd,4,Typ,0,,,1979.0,,0.0,0.0,,,N,0,81,0,0,0,0,,,,0,6,2009,WD ,Normal,59000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,69,1198,Old
664,535383070,50,RL,90.0,-0.6026296413279326,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Artery,Norm,1Fam,4,6,1920,1950,Gable,CompShg,CBlock,CBlock,,0.0,Fa,TA,PConc,TA,TA,No,ALQ,315.0,Rec,105.0,420.0,840.0,GasA,Ex,Y,SBrkr,840,534,0,1374,0.0,0.0,1,0,2,1,TA,6,Typ,0,,Detchd,1967.0,Fin,1.0,338.0,TA,TA,Y,0,0,198,0,0,0,,,,0,10,2009,WD ,Normal,105000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,89,5496,Old
665,535383110,30,RL,60.0,0.08276497357421864,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,7,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,720.0,720.0,GasA,TA,N,SBrkr,846,0,0,846,0.0,0.0,1,0,2,1,Gd,4,Typ,0,,Detchd,1980.0,Fin,2.0,576.0,TA,TA,N,0,0,0,0,0,0,,,,0,6,2009,WD ,Normal,106000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,89,4230,Old
666,535383120,30,RL,60.0,0.08276497357421864,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,3,5,1890,1998,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,630.0,630.0,GasA,TA,Y,FuseA,725,0,0,725,0.0,0.0,1,1,1,1,TA,4,Typ,0,,Detchd,1959.0,Unf,1.0,320.0,TA,TA,Y,0,30,0,0,0,0,,,,0,11,2009,WD ,Normal,78500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,119,2175,Old
667,535402010,90,RL,81.0,-0.060533270911805215,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Artery,Norm,Duplex,6,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,Stone,480.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1248.0,1248.0,GasA,TA,Y,SBrkr,1248,1296,0,2544,0.0,0.0,2,2,6,2,TA,12,Typ,0,,Attchd,1969.0,RFn,3.0,907.0,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2009,WD ,Normal,190000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,40,15264,Old
668,535402090,20,RL,83.0,-0.0006247045722097707,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,7,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,295.0,TA,TA,CBlock,TA,TA,No,Rec,384.0,Unf,0.0,996.0,1380.0,GasA,Fa,Y,SBrkr,1380,0,0,1380,0.0,0.0,1,1,3,1,TA,6,Typ,0,,Attchd,1963.0,Unf,1.0,364.0,TA,TA,Y,0,0,0,0,216,0,,GdWo,,0,6,2009,WD ,Normal,154000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,46,8280,Old
669,535402270,20,RL,77.0,0.17161242365412713,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,4,1967,1967,Gable,CompShg,HdBoard,HdBoard,,0.0,Fa,TA,CBlock,TA,Fa,No,BLQ,872.0,Rec,60.0,108.0,1040.0,GasA,Gd,Y,SBrkr,1040,0,0,1040,1.0,0.0,1,0,3,1,TA,6,Min1,1,Po,Attchd,1967.0,RFn,2.0,480.0,TA,TA,Y,0,0,156,0,0,0,,MnPrv,,0,5,2009,WD ,Normal,163000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,42,6240,Old
670,535402330,90,RL,91.0,0.1897626884561656,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,Duplex,5,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,BrkFace,368.0,TA,TA,CBlock,TA,TA,No,LwQ,500.0,Unf,0.0,748.0,1248.0,GasA,TA,Y,SBrkr,1338,1296,0,2634,1.0,1.0,2,2,6,2,TA,12,Typ,0,,Detchd,1969.0,Unf,4.0,968.0,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2009,WD ,Normal,200000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,40,13170,Old
671,535403190,20,RL,62.0,-0.27135557745855954,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,9,1958,2007,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,Gd,CBlock,TA,TA,Mn,GLQ,745.0,Unf,0.0,206.0,951.0,GasA,Gd,Y,SBrkr,951,0,0,951,1.0,0.0,1,0,2,1,Gd,6,Typ,0,,Detchd,1985.0,Unf,2.0,480.0,TA,TA,Y,0,0,42,0,0,0,,,Shed,450,9,2009,WD ,Normal,143500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,51,5706,Old
672,535403210,20,RL,90.0,0.03884894824900672,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,6,6,1957,1957,Hip,CompShg,Plywood,Plywood,Stone,143.0,TA,TA,CBlock,TA,TA,No,Rec,546.0,Unf,0.0,559.0,1105.0,GasA,Gd,Y,FuseA,1105,0,0,1105,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1957.0,Unf,1.0,308.0,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2009,WD ,Normal,135000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,52,6630,Old
673,535403280,20,RL,64.0,-0.18225427752127987,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,7,1957,2000,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,860.0,Unf,0.0,132.0,992.0,GasA,TA,Y,SBrkr,1306,0,0,1306,1.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1968.0,Unf,1.0,756.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2009,WD ,Normal,153000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,52,6530,Old
674,535425070,20,RL,68.0,0.9458544886361869,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,30.0,TA,TA,CBlock,TA,TA,No,BLQ,1270.0,Unf,0.0,208.0,1478.0,GasA,Ex,Y,FuseA,1478,0,0,1478,1.0,0.0,2,0,3,1,TA,6,Typ,2,Gd,Attchd,1960.0,Unf,2.0,498.0,TA,TA,Y,0,40,0,0,0,0,,,,0,12,2009,WD ,Normal,157500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,49,8868,Old
675,535426150,20,RL,80.0,-0.1456998980598318,Pave,,IR1,HLS,AllPub,Inside,Mod,Norm,Norm,1Fam,6,6,1958,1958,Flat,Tar&Grv,Wd Sdng,Wd Sdng,BrkFace,82.0,TA,TA,CBlock,Gd,TA,Gd,Unf,0.0,Unf,0.0,160.0,160.0,GasA,Fa,Y,SBrkr,1142,0,0,1142,0.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Basment,1958.0,RFn,1.0,384.0,TA,TA,Y,0,28,64,0,0,0,,,,0,4,2009,WD ,Normal,113500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,51,6852,Old
676,535450070,40,RL,60.0,0.25335207772764295,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,CBlock,TA,TA,No,Rec,375.0,Unf,0.0,457.0,832.0,GasA,Gd,Y,SBrkr,1036,0,232,1268,0.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1949.0,Unf,1.0,288.0,TA,TA,Y,0,28,0,0,0,0,,,Othr,0,9,2009,WD ,Normal,133000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,60,6340,Old
677,535450160,90,RL,60.0,-0.2035776655404579,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,Duplex,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,Wall,Fa,N,FuseA,1040,0,0,1040,0.0,0.0,2,0,2,2,TA,6,Typ,0,,Detchd,1987.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2009,WD ,Normal,92900.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,59,3120,Old
678,535450200,50,RL,60.0,-0.264501631309538,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,6,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,Av,Rec,621.0,Unf,0.0,174.0,795.0,GasA,Gd,N,SBrkr,765,368,0,1133,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1989.0,Unf,2.0,900.0,TA,TA,Y,0,0,0,0,231,0,,,,0,12,2009,COD,Abnorml,128500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,59,6798,Old
679,535451170,90,RL,60.0,-0.37416476969388224,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,4,5,1949,1950,Gable,CompShg,BrkFace,Stone,,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,Wall,Fa,N,FuseF,1040,0,0,1040,0.0,0.0,2,0,2,2,TA,6,Typ,0,,Detchd,1956.0,Unf,2.0,420.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2009,WD ,Normal,90000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,60,4160,Old
680,535451250,50,RL,60.0,-0.37416476969388224,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,4,1950,1982,Gable,CompShg,VinylSd,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Rec,180.0,BLQ,352.0,676.0,1208.0,GasA,Gd,Y,FuseA,1136,768,0,1904,1.0,0.0,1,1,3,1,TA,7,Min1,0,,Attchd,1950.0,Unf,1.0,240.0,TA,TA,Y,0,0,168,0,0,0,,GdPrv,,0,5,2009,WD ,Normal,138000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,59,9520,Old
681,535452090,20,RL,71.0,-0.3551260303910447,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,6,1958,1958,Hip,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1041.0,1041.0,GasA,Gd,Y,SBrkr,1041,0,0,1041,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1958.0,RFn,1.0,294.0,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,3,2009,WD ,Normal,128000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,51,5205,Old
682,535452100,20,RL,70.0,-0.3284717953670721,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,6,1958,1965,Hip,CompShg,BrkFace,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,LwQ,504.0,Unf,0.0,525.0,1029.0,GasA,TA,Y,SBrkr,1339,0,0,1339,0.0,0.0,1,0,3,1,TA,6,Min1,0,,Attchd,1958.0,Unf,1.0,294.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,5,2009,COD,Abnorml,139000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,51,6695,Old
683,535452140,20,RL,60.0,-0.37416476969388224,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,5,7,1952,1952,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,Gd,No,ALQ,630.0,BLQ,102.0,0.0,732.0,GasA,TA,Y,SBrkr,732,0,0,732,1.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1952.0,Unf,1.0,240.0,TA,TA,Y,0,68,0,0,0,0,,,,0,9,2009,WD ,Normal,118900.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,57,3660,Old
684,535453100,80,RL,80.0,-0.2726248267454154,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,5,1959,1959,Gable,CompShg,BrkFace,Plywood,,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,433.0,Rec,95.0,0.0,528.0,GasA,TA,Y,SBrkr,1183,0,0,1183,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1959.0,RFn,1.0,288.0,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,7,2009,WD ,Normal,138000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,50,5915,Old
685,535453200,20,RL,70.0,-0.28138264682472064,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1148.0,Unf,0.0,0.0,1148.0,GasA,TA,Y,SBrkr,1148,0,0,1148,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1959.0,Unf,1.0,672.0,TA,TA,Y,0,0,0,0,0,0,,GdPrv,,0,7,2009,WD ,Normal,132500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,50,5740,Old
686,535454100,50,RL,60.0,0.08276497357421864,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,4,7,1949,1996,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,TA,Y,FuseF,832,629,0,1461,0.0,0.0,2,0,4,1,TA,6,Typ,0,,Detchd,1949.0,Unf,1.0,384.0,TA,TA,Y,0,204,0,0,0,0,,,,0,8,2009,WD ,Normal,133500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60,5844,Old
687,535454160,50,RL,60.0,-0.264501631309538,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Artery,Norm,1Fam,6,7,1948,1994,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,LwQ,120.0,Unf,0.0,744.0,864.0,GasA,TA,Y,SBrkr,1064,0,431,1495,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1994.0,Unf,2.0,576.0,TA,TA,Y,180,36,0,0,0,0,,,,0,8,2009,COD,Abnorml,135000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,61,8970,Old
688,535475010,60,RL,76.0,-0.3272025460802163,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,420.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,TA,Y,SBrkr,993,813,0,1806,0.0,0.0,1,1,4,1,TA,8,Typ,0,,Attchd,1964.0,Unf,2.0,483.0,TA,TA,Y,0,55,0,0,0,0,,,,0,3,2009,WD ,Normal,144750.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,45,10836,Old
689,535476110,90,RL,75.0,-0.19596216981932288,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,124.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,941.0,Unf,0.0,0.0,941.0,GasA,Gd,Y,SBrkr,941,0,0,941,1.0,0.0,1,0,2,1,Gd,4,Typ,0,,Attchd,1978.0,Unf,2.0,564.0,TA,TA,Y,0,40,0,0,0,0,,,,0,11,2009,WD ,Normal,145000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,31,4705,Old
690,535476240,20,RL,80.0,-0.2807480221812927,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,826.0,Unf,0.0,219.0,1045.0,GasA,TA,Y,SBrkr,1045,0,0,1045,1.0,0.0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1963.0,RFn,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2009,WD ,Normal,127000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,46,6270,Old
691,535477150,20,RL,60.0,-0.45031972690523236,Pave,,Reg,Lvl,AllPub,Inside,Gtl,PosN,Norm,1Fam,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,894.0,894.0,GasA,Gd,N,SBrkr,894,0,0,894,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1962.0,Unf,1.0,308.0,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2009,WD ,Normal,109500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,47,4470,Old
692,902101010,50,RM,68.0,-0.7866707879220288,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,Artery,Norm,1Fam,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,468.0,Unf,0.0,350.0,818.0,GasA,TA,Y,SBrkr,818,406,0,1224,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1926.0,Unf,1.0,210.0,TA,TA,N,0,0,116,0,0,0,,,,0,12,2009,WD ,Normal,115000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,83,7344,Old
693,902102080,50,RM,60.0,0.037071999247408546,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,440.0,440.0,GasA,Gd,Y,SBrkr,682,548,0,1230,0.0,0.0,1,1,2,1,TA,5,Typ,0,,Detchd,1966.0,Unf,2.0,440.0,TA,TA,Y,74,0,128,0,0,0,,MnPrv,,0,5,2009,WD ,Normal,110000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,99,6150,Old
694,902103100,50,RM,68.0,-0.770170547192903,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,8,1935,1998,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,901.0,901.0,GasA,Gd,Y,SBrkr,861,517,0,1378,0.0,0.0,1,0,3,1,Gd,6,Typ,0,,Detchd,1920.0,Unf,1.0,162.0,Fa,Fa,P,54,0,40,0,0,0,,,,0,6,2009,WD ,Normal,128900.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,74,8268,Old
695,902103120,90,RM,57.0,0.020190983732225935,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,6,5,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,Mn,LwQ,633.0,Unf,0.0,339.0,972.0,GasA,Gd,N,FuseA,972,972,0,1944,1.0,0.0,2,0,4,2,TA,12,Typ,0,,Detchd,1920.0,Unf,2.0,324.0,Fa,TA,N,0,28,169,0,0,0,,,,0,6,2009,WD ,Normal,103500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,99,11664,Old
696,902103170,50,RM,52.0,-0.5620136641485459,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,676.0,676.0,GasA,Ex,Y,SBrkr,676,455,0,1131,0.0,0.0,1,1,3,1,TA,5,Typ,0,,Detchd,1941.0,Unf,1.0,200.0,TA,TA,Y,26,0,0,0,0,0,,,,0,8,2009,WD ,Abnorml,66500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,68,5655,Old
697,902105050,50,RM,90.0,0.6996201269861548,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,8,1910,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,240.0,240.0,GasA,TA,Y,SBrkr,810,496,0,1306,0.0,0.0,1,1,3,1,Gd,6,Typ,0,,Detchd,1959.0,Unf,2.0,472.0,Fa,TA,N,0,0,0,0,0,0,,MnPrv,,0,7,2009,WD ,Normal,130000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,99,6530,Old
698,902105060,70,RM,90.0,-0.031467462242806575,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,5,8,1910,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,504.0,504.0,GasA,Ex,Y,SBrkr,764,700,0,1464,0.0,0.0,2,0,3,1,TA,7,Typ,0,,,1979.0,,0.0,0.0,,,N,0,0,176,0,0,0,,,,0,3,2009,WD ,Normal,129000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,99,7320,Old
